,DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(℃),Aux. ΔV(V),Aux. ΔT(℃)
10268,10269,1,12,Rest,01:35:26,02:50:55,0.0,0.004,0.0,0.0,2024-07-30 23:05:07,0.0,0.0244,25.7,0,0
10269,10270,1,12,Rest,01:35:27,02:50:56,0.0,0.0065,0.0,0.0,2024-07-30 23:05:08,0.0,0.0178,25.8,0,0
10270,10271,1,12,Rest,01:35:28,02:50:57,0.0,0.0055,0.0,0.0,2024-07-30 23:05:09,0.0,0.0121,25.7,0,0
10271,10272,1,12,Rest,01:35:29,02:50:58,0.0,0.0058,0.0,0.0,2024-07-30 23:05:10,0.0,-0.0076,25.8,0,0
10272,10273,1,12,Rest,01:35:30,02:50:59,0.0,0.0027,0.0,0.0,2024-07-30 23:05:11,0.0,0.0058,25.8,0,0
10273,10274,1,12,Rest,01:35:31,02:51:00,0.0,0.0043,0.0,0.0,2024-07-30 23:05:12,0.0,-0.0027,25.7,0,0
10274,10275,1,12,Rest,01:35:32,02:51:01,0.0,0.0074,0.0,0.0,2024-07-30 23:05:13,0.0,0.0107,25.8,0,0
10275,10276,1,12,Rest,01:35:33,02:51:02,0.0,0.0024,0.0,0.0,2024-07-30 23:05:14,0.0,0.0187,25.8,0,0
10276,10277,1,12,Rest,01:35:34,02:51:03,0.0,0.0065,0.0,0.0,2024-07-30 23:05:15,0.0,0.0236,25.8,0,0
10277,10278,1,12,Rest,01:35:35,02:51:04,0.0,0.0018,0.0,0.0,2024-07-30 23:05:16,0.0,-0.0178,25.8,0,0
10278,10279,1,12,Rest,01:35:36,02:51:05,0.0,0.0055,0.0,0.0,2024-07-30 23:05:17,0.0,0.013,25.7,0,0
10279,10280,1,12,Rest,01:35:37,02:51:06,0.0,0.0086,0.0,0.0,2024-07-30 23:05:18,0.0,0.0143,25.8,0,0
10280,10281,1,12,Rest,01:35:38,02:51:07,0.0,0.0034,0.0,0.0,2024-07-30 23:05:19,0.0,-0.0242,25.7,0,0
10281,10282,1,12,Rest,01:35:39,02:51:08,0.0,0.0068,0.0,0.0,2024-07-30 23:05:20,0.0,-0.0198,25.7,0,0
10282,10283,1,12,Rest,01:35:40,02:51:09,0.0,0.0021,0.0,0.0,2024-07-30 23:05:21,0.0,0.0113,25.8,0,0
10283,10284,1,12,Rest,01:35:41,02:51:10,0.0,0.0062,0.0,0.0,2024-07-30 23:05:22,0.0,0.0044,25.7,0,0
10284,10285,1,12,Rest,01:35:42,02:51:11,0.0,0.0068,0.0,0.0,2024-07-30 23:05:23,0.0,0.0064,25.8,0,0
10285,10286,1,12,Rest,01:35:43,02:51:12,0.0,0.0049,0.0,0.0,2024-07-30 23:05:24,0.0,0.0199,25.7,0,0
10286,10287,1,12,Rest,01:35:44,02:51:13,0.0,0.0031,0.0,0.0,2024-07-30 23:05:25,0.0,0.0186,25.7,0,0
10287,10288,1,12,Rest,01:35:45,02:51:14,0.0,0.0046,0.0,0.0,2024-07-30 23:05:26,0.0,-0.0116,25.8,0,0
10288,10289,1,12,Rest,01:35:46,02:51:15,0.0,0.0037,0.0,0.0,2024-07-30 23:05:27,0.0,0.0224,25.8,0,0
10289,10290,1,12,Rest,01:35:47,02:51:16,0.0,0.0046,0.0,0.0,2024-07-30 23:05:28,0.0,0.0222,25.7,0,0
10290,10291,1,12,Rest,01:35:48,02:51:17,0.0,0.0077,0.0,0.0,2024-07-30 23:05:29,0.0,-0.0076,25.8,0,0
10291,10292,1,12,Rest,01:35:49,02:51:18,0.0,0.004,0.0,0.0,2024-07-30 23:05:30,0.0,0.0029,25.7,0,0
10292,10293,1,12,Rest,01:35:50,02:51:19,0.0,0.0046,0.0,0.0,2024-07-30 23:05:31,0.0,0.0184,25.7,0,0
10293,10294,1,12,Rest,01:35:51,02:51:20,0.0,0.004,0.0,0.0,2024-07-30 23:05:32,0.0,-0.0179,25.7,0,0
10294,10295,1,12,Rest,01:35:52,02:51:21,0.0,0.0055,0.0,0.0,2024-07-30 23:05:33,0.0,0.0147,25.8,0,0
10295,10296,1,12,Rest,01:35:53,02:51:22,0.0,0.0049,0.0,0.0,2024-07-30 23:05:34,0.0,0.0261,25.8,0,0
10296,10297,1,12,Rest,01:35:54,02:51:23,0.0,0.0062,0.0,0.0,2024-07-30 23:05:35,0.0,-0.0079,25.8,0,0
10297,10298,1,12,Rest,01:35:55,02:51:24,0.0,0.0021,0.0,0.0,2024-07-30 23:05:36,0.0,0.0027,25.7,0,0
10298,10299,1,12,Rest,01:35:56,02:51:25,0.0,0.0065,0.0,0.0,2024-07-30 23:05:37,0.0,0.0198,25.8,0,0
10299,10300,1,12,Rest,01:35:57,02:51:26,0.0,0.0058,0.0,0.0,2024-07-30 23:05:38,0.0,-0.0136,25.7,0,0
10300,10301,1,12,Rest,01:35:58,02:51:27,0.0,0.0062,0.0,0.0,2024-07-30 23:05:39,0.0,0.0246,25.7,0,0
10301,10302,1,12,Rest,01:35:59,02:51:28,0.0,0.0065,0.0,0.0,2024-07-30 23:05:40,0.0,0.0172,25.8,0,0
10302,10303,1,12,Rest,01:36:00,02:51:29,0.0,0.0062,0.0,0.0,2024-07-30 23:05:41,0.0,0.003,25.8,0,0
10303,10304,1,12,Rest,01:36:01,02:51:30,0.0,0.0021,0.0,0.0,2024-07-30 23:05:42,0.0,0.0233,25.7,0,0
10304,10305,1,12,Rest,01:36:02,02:51:31,0.0,0.0065,0.0,0.0,2024-07-30 23:05:43,0.0,0.0118,25.7,0,0
10305,10306,1,12,Rest,01:36:03,02:51:32,0.0,0.0046,0.0,0.0,2024-07-30 23:05:44,0.0,-0.0233,25.7,0,0
10306,10307,1,12,Rest,01:36:04,02:51:33,0.0,0.0068,0.0,0.0,2024-07-30 23:05:45,0.0,0.0081,25.8,0,0
10307,10308,1,12,Rest,01:36:05,02:51:34,0.0,0.004,0.0,0.0,2024-07-30 23:05:46,0.0,0.0061,25.8,0,0
10308,10309,1,12,Rest,01:36:06,02:51:35,0.0,0.0074,0.0,0.0,2024-07-30 23:05:47,0.0,-0.0172,25.7,0,0
10309,10310,1,12,Rest,01:36:07,02:51:36,0.0,0.0046,0.0,0.0,2024-07-30 23:05:48,0.0,0.0275,25.7,0,0
10310,10311,1,12,Rest,01:36:08,02:51:37,0.0,0.0027,0.0,0.0,2024-07-30 23:05:49,0.0,0.0095,25.7,0,0
10311,10312,1,12,Rest,01:36:09,02:51:38,0.0,0.0055,0.0,0.0,2024-07-30 23:05:50,0.0,0.0186,25.8,0,0
10312,10313,1,12,Rest,01:36:10,02:51:39,0.0,0.0021,0.0,0.0,2024-07-30 23:05:51,0.0,0.0169,25.7,0,0
10313,10314,1,12,Rest,01:36:11,02:51:40,0.0,0.0065,0.0,0.0,2024-07-30 23:05:52,0.0,0.0281,25.8,0,0
10314,10315,1,12,Rest,01:36:12,02:51:41,0.0,0.0046,0.0,0.0,2024-07-30 23:05:53,0.0,0.0032,25.7,0,0
10315,10316,1,12,Rest,01:36:13,02:51:42,0.0,0.0074,0.0,0.0,2024-07-30 23:05:54,0.0,0.0196,25.8,0,0
10316,10317,1,12,Rest,01:36:14,02:51:43,0.0,0.004,0.0,0.0,2024-07-30 23:05:55,0.0,-0.0146,25.7,0,0
10317,10318,1,12,Rest,01:36:15,02:51:44,0.0,0.0037,0.0,0.0,2024-07-30 23:05:56,0.0,-0.0081,25.8,0,0
10318,10319,1,12,Rest,01:36:16,02:51:45,0.0,0.0049,0.0,0.0,2024-07-30 23:05:57,0.0,0.0101,25.8,0,0
10319,10320,1,12,Rest,01:36:17,02:51:46,0.0,0.0021,0.0,0.0,2024-07-30 23:05:58,0.0,-0.0115,25.7,0,0
10320,10321,1,12,Rest,01:36:18,02:51:47,0.0,0.0065,0.0,0.0,2024-07-30 23:05:59,0.0,0.0158,25.7,0,0
10321,10322,1,12,Rest,01:36:19,02:51:48,0.0,0.0043,0.0,0.0,2024-07-30 23:06:00,0.0,-0.0189,25.8,0,0
10322,10323,1,12,Rest,01:36:20,02:51:49,0.0,0.0071,0.0,0.0,2024-07-30 23:06:01,0.0,0.0149,25.7,0,0
10323,10324,1,12,Rest,01:36:21,02:51:50,0.0,0.0037,0.0,0.0,2024-07-30 23:06:02,0.0,0.0207,25.7,0,0
10324,10325,1,12,Rest,01:36:22,02:51:51,0.0,0.0083,0.0,0.0,2024-07-30 23:06:03,0.0,-0.0093,25.8,0,0
10325,10326,1,12,Rest,01:36:23,02:51:52,0.0,0.0055,0.0,0.0,2024-07-30 23:06:04,0.0,0.0186,25.8,0,0
10326,10327,1,12,Rest,01:36:24,02:51:53,0.0,0.0018,0.0,0.0,2024-07-30 23:06:05,0.0,0.0269,25.8,0,0
10327,10328,1,12,Rest,01:36:25,02:51:54,0.0,0.0065,0.0,0.0,2024-07-30 23:06:06,0.0,0.0041,25.8,0,0
10328,10329,1,12,Rest,01:36:26,02:51:55,0.0,0.004,0.0,0.0,2024-07-30 23:06:07,0.0,0.0227,25.8,0,0
10329,10330,1,12,Rest,01:36:27,02:51:56,0.0,0.0077,0.0,0.0,2024-07-30 23:06:08,0.0,0.0279,25.7,0,0
10330,10331,1,12,Rest,01:36:28,02:51:57,0.0,0.0043,0.0,0.0,2024-07-30 23:06:09,0.0,0.0033,25.8,0,0
10331,10332,1,12,Rest,01:36:29,02:51:58,0.0,0.0074,0.0,0.0,2024-07-30 23:06:10,0.0,0.0159,25.8,0,0
10332,10333,1,12,Rest,01:36:30,02:51:59,0.0,0.0055,0.0,0.0,2024-07-30 23:06:11,0.0,-0.0219,25.8,0,0
10333,10334,1,12,Rest,01:36:31,02:52:00,0.0,0.0021,0.0,0.0,2024-07-30 23:06:12,0.0,-0.0067,25.8,0,0
10334,10335,1,12,Rest,01:36:32,02:52:01,0.0,0.0065,0.0,0.0,2024-07-30 23:06:13,0.0,0.0216,25.8,0,0
10335,10336,1,12,Rest,01:36:33,02:52:02,0.0,0.0046,0.0,0.0,2024-07-30 23:06:14,0.0,-0.0136,25.8,0,0
10336,10337,1,12,Rest,01:36:34,02:52:03,0.0,0.0074,0.0,0.0,2024-07-30 23:06:15,0.0,0.0081,25.7,0,0
10337,10338,1,12,Rest,01:36:35,02:52:04,0.0,0.0043,0.0,0.0,2024-07-30 23:06:16,0.0,-0.0279,25.7,0,0
10338,10339,1,12,Rest,01:36:36,02:52:05,0.0,0.0077,0.0,0.0,2024-07-30 23:06:17,0.0,-0.0112,25.8,0,0
10339,10340,1,12,Rest,01:36:37,02:52:06,0.0,0.0058,0.0,0.0,2024-07-30 23:06:18,0.0,0.0155,25.8,0,0
10340,10341,1,12,Rest,01:36:38,02:52:07,0.0,0.0024,0.0,0.0,2024-07-30 23:06:19,0.0,-0.0149,25.8,0,0
10341,10342,1,12,Rest,01:36:39,02:52:08,0.0,0.0062,0.0,0.0,2024-07-30 23:06:20,0.0,0.0164,25.8,0,0
10342,10343,1,12,Rest,01:36:40,02:52:09,0.0,0.004,0.0,0.0,2024-07-30 23:06:21,0.0,0.0262,25.8,0,0
10343,10344,1,12,Rest,01:36:41,02:52:10,0.0,0.0037,0.0,0.0,2024-07-30 23:06:22,0.0,0.0035,25.8,0,0
10344,10345,1,12,Rest,01:36:42,02:52:11,0.0,0.0049,0.0,0.0,2024-07-30 23:06:23,0.0,0.0252,25.8,0,0
10345,10346,1,12,Rest,01:36:43,02:52:12,0.0,0.0071,0.0,0.0,2024-07-30 23:06:24,0.0,0.0218,25.8,0,0
10346,10347,1,12,Rest,01:36:44,02:52:13,0.0,0.0055,0.0,0.0,2024-07-30 23:06:25,0.0,-0.0069,25.8,0,0
10347,10348,1,12,Rest,01:36:45,02:52:14,0.0,0.0021,0.0,0.0,2024-07-30 23:06:26,0.0,0.0204,25.7,0,0
10348,10349,1,12,Rest,01:36:46,02:52:15,0.0,0.0065,0.0,0.0,2024-07-30 23:06:27,0.0,-0.0124,25.8,0,0
10349,10350,1,12,Rest,01:36:47,02:52:16,0.0,0.0031,0.0,0.0,2024-07-30 23:06:28,0.0,-0.0086,25.8,0,0
10350,10351,1,12,Rest,01:36:48,02:52:17,0.0,0.0046,0.0,0.0,2024-07-30 23:06:29,0.0,0.0066,25.7,0,0
10351,10352,1,12,Rest,01:36:49,02:52:18,0.0,0.0043,0.0,0.0,2024-07-30 23:06:30,0.0,-0.0126,25.8,0,0
10352,10353,1,12,Rest,01:36:50,02:52:19,0.0,0.0083,0.0,0.0,2024-07-30 23:06:31,0.0,0.021,25.8,0,0
10353,10354,1,12,Rest,01:36:51,02:52:20,0.0,0.0046,0.0,0.0,2024-07-30 23:06:32,0.0,-0.0063,25.8,0,0
10354,10355,1,12,Rest,01:36:52,02:52:21,0.0,0.0024,0.0,0.0,2024-07-30 23:06:33,0.0,-0.0233,25.8,0,0
10355,10356,1,12,Rest,01:36:53,02:52:22,0.0,0.0062,0.0,0.0,2024-07-30 23:06:34,0.0,0.0212,25.8,0,0
10356,10357,1,12,Rest,01:36:54,02:52:23,0.0,0.0018,0.0,0.0,2024-07-30 23:06:35,0.0,0.0133,25.8,0,0
10357,10358,1,12,Rest,01:36:55,02:52:24,0.0,0.0065,0.0,0.0,2024-07-30 23:06:36,0.0,0.0139,25.8,0,0
10358,10359,1,12,Rest,01:36:56,02:52:25,0.0,0.004,0.0,0.0,2024-07-30 23:06:37,0.0,0.0119,25.8,0,0
10359,10360,1,12,Rest,01:36:57,02:52:26,0.0,0.0077,0.0,0.0,2024-07-30 23:06:38,0.0,0.0258,25.8,0,0
10360,10361,1,12,Rest,01:36:58,02:52:27,0.0,0.0037,0.0,0.0,2024-07-30 23:06:39,0.0,-0.0076,25.8,0,0
10361,10362,1,12,Rest,01:36:59,02:52:28,0.0,0.0083,0.0,0.0,2024-07-30 23:06:40,0.0,0.0124,25.8,0,0
10362,10363,1,12,Rest,01:37:00,02:52:29,0.0,0.0043,0.0,0.0,2024-07-30 23:06:41,0.0,-0.0146,25.7,0,0
10363,10364,1,12,Rest,01:37:01,02:52:30,0.0,0.0037,0.0,0.0,2024-07-30 23:06:42,0.0,0.0273,25.8,0,0
10364,10365,1,12,Rest,01:37:02,02:52:31,0.0,0.0043,0.0,0.0,2024-07-30 23:06:43,0.0,0.0135,25.7,0,0
10365,10366,1,12,Rest,01:37:03,02:52:32,0.0,0.0086,0.0,0.0,2024-07-30 23:06:44,0.0,-0.0032,25.8,0,0
10366,10367,1,12,Rest,01:37:04,02:52:33,0.0,0.0043,0.0,0.0,2024-07-30 23:06:45,0.0,0.0249,25.8,0,0
10367,10368,1,12,Rest,01:37:05,02:52:34,0.0,0.008,0.0,0.0,2024-07-30 23:06:46,0.0,0.0127,25.8,0,0
10368,10369,1,12,Rest,01:37:06,02:52:35,0.0,0.0034,0.0,0.0,2024-07-30 23:06:47,0.0,-0.0178,25.7,0,0
10369,10370,1,12,Rest,01:37:07,02:52:36,0.0,0.0062,0.0,0.0,2024-07-30 23:06:48,0.0,0.0179,25.8,0,0
10370,10371,1,12,Rest,01:37:08,02:52:37,0.0,0.004,0.0,0.0,2024-07-30 23:06:49,0.0,0.0078,25.8,0,0
10371,10372,1,12,Rest,01:37:09,02:52:38,0.0,0.0065,0.0,0.0,2024-07-30 23:06:50,0.0,-0.0053,25.7,0,0
10372,10373,1,12,Rest,01:37:10,02:52:39,0.0,0.0024,0.0,0.0,2024-07-30 23:06:51,0.0,0.0224,25.8,0,0
10373,10374,1,12,Rest,01:37:11,02:52:40,0.0,0.0062,0.0,0.0,2024-07-30 23:06:52,0.0,0.0176,25.7,0,0
10374,10375,1,12,Rest,01:37:12,02:52:41,0.0,0.0018,0.0,0.0,2024-07-30 23:06:53,0.0,-0.0113,25.8,0,0
10375,10376,1,12,Rest,01:37:13,02:52:42,0.0,0.0058,0.0,0.0,2024-07-30 23:06:54,0.0,-0.0161,25.7,0,0
10376,10377,1,12,Rest,01:37:14,02:52:43,0.0,0.0074,0.0,0.0,2024-07-30 23:06:55,0.0,0.0261,25.8,0,0
10377,10378,1,12,Rest,01:37:15,02:52:44,0.0,0.0046,0.0,0.0,2024-07-30 23:06:56,0.0,0.0166,25.8,0,0
10378,10379,1,12,Rest,01:37:16,02:52:45,0.0,0.0049,0.0,0.0,2024-07-30 23:06:57,0.0,-0.0075,25.7,0,0
10379,10380,1,12,Rest,01:37:17,02:52:46,0.0,0.0031,0.0,0.0,2024-07-30 23:06:58,0.0,0.0044,25.7,0,0
10380,10381,1,12,Rest,01:37:18,02:52:47,0.0,0.0065,0.0,0.0,2024-07-30 23:06:59,0.0,0.0029,25.7,0,0
10381,10382,1,12,Rest,01:37:19,02:52:48,0.0,0.0065,0.0,0.0,2024-07-30 23:07:00,0.0,-0.0144,25.7,0,0
10382,10383,1,12,Rest,01:37:20,02:52:49,0.0,0.0049,0.0,0.0,2024-07-30 23:07:01,0.0,0.0239,25.7,0,0
10383,10384,1,12,Rest,01:37:21,02:52:50,0.0,0.0037,0.0,0.0,2024-07-30 23:07:02,0.0,0.0219,25.8,0,0
10384,10385,1,12,Rest,01:37:22,02:52:51,0.0,0.004,0.0,0.0,2024-07-30 23:07:03,0.0,-0.0169,25.7,0,0
10385,10386,1,12,Rest,01:37:23,02:52:52,0.0,0.0065,0.0,0.0,2024-07-30 23:07:04,0.0,-0.0127,25.8,0,0
10386,10387,1,12,Rest,01:37:24,02:52:53,0.0,0.0043,0.0,0.0,2024-07-30 23:07:05,0.0,0.0146,25.8,0,0
10387,10388,1,12,Rest,01:37:25,02:52:54,0.0,0.0062,0.0,0.0,2024-07-30 23:07:06,0.0,0.0219,25.7,0,0
10388,10389,1,12,Rest,01:37:26,02:52:55,0.0,0.0021,0.0,0.0,2024-07-30 23:07:07,0.0,-0.0235,25.8,0,0
10389,10390,1,12,Rest,01:37:27,02:52:56,0.0,0.0058,0.0,0.0,2024-07-30 23:07:08,0.0,0.0172,25.7,0,0
10390,10391,1,12,Rest,01:37:28,02:52:57,0.0,0.0074,0.0,0.0,2024-07-30 23:07:09,0.0,0.011,25.8,0,0
10391,10392,1,12,Rest,01:37:29,02:52:58,0.0,0.0043,0.0,0.0,2024-07-30 23:07:10,0.0,0.0064,25.8,0,0
10392,10393,1,12,Rest,01:37:30,02:52:59,0.0,0.0071,0.0,0.0,2024-07-30 23:07:11,0.0,0.0019,25.7,0,0
10393,10394,1,12,Rest,01:37:31,02:53:00,0.0,0.0027,0.0,0.0,2024-07-30 23:07:12,0.0,0.0072,25.8,0,0
10394,10395,1,12,Rest,01:37:32,02:53:01,0.0,0.0065,0.0,0.0,2024-07-30 23:07:13,0.0,-0.0222,25.8,0,0
10395,10396,1,12,Rest,01:37:33,02:53:02,0.0,0.0058,0.0,0.0,2024-07-30 23:07:14,0.0,0.0253,25.7,0,0
10396,10397,1,12,Rest,01:37:34,02:53:03,0.0,0.0049,0.0,0.0,2024-07-30 23:07:15,0.0,0.0193,25.8,0,0
10397,10398,1,12,Rest,01:37:35,02:53:04,0.0,0.0074,0.0,0.0,2024-07-30 23:07:16,0.0,0.0116,25.7,0,0
10398,10399,1,12,Rest,01:37:36,02:53:05,0.0,0.0024,0.0,0.0,2024-07-30 23:07:17,0.0,-0.0144,25.8,0,0
10399,10400,1,12,Rest,01:37:37,02:53:06,0.0,0.0065,0.0,0.0,2024-07-30 23:07:18,0.0,0.0253,25.7,0,0
10400,10401,1,12,Rest,01:37:38,02:53:07,0.0,0.0065,0.0,0.0,2024-07-30 23:07:19,0.0,0.0216,25.7,0,0
10401,10402,1,12,Rest,01:37:39,02:53:08,0.0,0.0055,0.0,0.0,2024-07-30 23:07:20,0.0,0.0133,25.7,0,0
10402,10403,1,12,Rest,01:37:40,02:53:09,0.0,0.004,0.0,0.0,2024-07-30 23:07:21,0.0,-0.0069,25.8,0,0
10403,10404,1,12,Rest,01:37:41,02:53:10,0.0,0.0037,0.0,0.0,2024-07-30 23:07:22,0.0,0.0021,25.8,0,0
10404,10405,1,12,Rest,01:37:42,02:53:11,0.0,0.0065,0.0,0.0,2024-07-30 23:07:23,0.0,-0.0149,25.8,0,0
10405,10406,1,12,Rest,01:37:43,02:53:12,0.0,0.004,0.0,0.0,2024-07-30 23:07:24,0.0,0.0253,25.7,0,0
10406,10407,1,12,Rest,01:37:44,02:53:13,0.0,0.0065,0.0,0.0,2024-07-30 23:07:25,0.0,0.0226,25.8,0,0
10407,10408,1,12,Rest,01:37:45,02:53:14,0.0,0.0018,0.0,0.0,2024-07-30 23:07:26,0.0,0.0136,25.7,0,0
10408,10409,1,12,Rest,01:37:46,02:53:15,0.0,0.0055,0.0,0.0,2024-07-30 23:07:27,0.0,-0.0106,25.8,0,0
10409,10410,1,12,Rest,01:37:47,02:53:16,0.0,0.0037,0.0,0.0,2024-07-30 23:07:28,0.0,0.0199,25.7,0,0
10410,10411,1,12,Rest,01:37:48,02:53:17,0.0,0.0043,0.0,0.0,2024-07-30 23:07:29,0.0,0.0273,25.8,0,0
10411,10412,1,12,Rest,01:37:49,02:53:18,0.0,0.0071,0.0,0.0,2024-07-30 23:07:30,0.0,-0.0172,25.8,0,0
10412,10413,1,12,Rest,01:37:50,02:53:19,0.0,0.0015,0.0,0.0,2024-07-30 23:07:31,0.0,-0.011,25.8,0,0
10413,10414,1,12,Rest,01:37:51,02:53:20,0.0,0.0055,0.0,0.0,2024-07-30 23:07:32,0.0,0.0072,25.8,0,0
10414,10415,1,12,Rest,01:37:52,02:53:21,0.0,0.0034,0.0,0.0,2024-07-30 23:07:33,0.0,-0.0015,25.7,0,0
10415,10416,1,12,Rest,01:37:53,02:53:22,0.0,0.004,0.0,0.0,2024-07-30 23:07:34,0.0,0.0093,25.7,0,0
10416,10417,1,12,Rest,01:37:54,02:53:23,0.0,0.0071,0.0,0.0,2024-07-30 23:07:35,0.0,0.0201,25.8,0,0
10417,10418,1,12,Rest,01:37:55,02:53:24,0.0,0.0021,0.0,0.0,2024-07-30 23:07:36,0.0,0.0221,25.8,0,0
10418,10419,1,12,Rest,01:37:56,02:53:25,0.0,0.0062,0.0,0.0,2024-07-30 23:07:37,0.0,-0.0149,25.7,0,0
10419,10420,1,12,Rest,01:37:57,02:53:26,0.0,0.0049,0.0,0.0,2024-07-30 23:07:38,0.0,0.0138,25.8,0,0
10420,10421,1,12,Rest,01:37:58,02:53:27,0.0,0.0062,0.0,0.0,2024-07-30 23:07:39,0.0,0.0235,25.7,0,0
10421,10422,1,12,Rest,01:37:59,02:53:28,0.0,0.0065,0.0,0.0,2024-07-30 23:07:40,0.0,-0.0178,25.7,0,0
10422,10423,1,12,Rest,01:38:00,02:53:29,0.0,0.0055,0.0,0.0,2024-07-30 23:07:41,0.0,-0.0083,25.8,0,0
10423,10424,1,12,Rest,01:38:01,02:53:30,0.0,0.0027,0.0,0.0,2024-07-30 23:07:42,0.0,0.0047,25.8,0,0
10424,10425,1,12,Rest,01:38:02,02:53:31,0.0,0.0043,0.0,0.0,2024-07-30 23:07:43,0.0,-0.0144,25.8,0,0
10425,10426,1,12,Rest,01:38:03,02:53:32,0.0,0.0083,0.0,0.0,2024-07-30 23:07:44,0.0,0.0264,25.8,0,0
10426,10427,1,12,Rest,01:38:04,02:53:33,0.0,0.0034,0.0,0.0,2024-07-30 23:07:45,0.0,0.0129,25.8,0,0
10427,10428,1,12,Rest,01:38:05,02:53:34,0.0,0.0077,0.0,0.0,2024-07-30 23:07:46,0.0,0.0146,25.7,0,0
10428,10429,1,12,Rest,01:38:06,02:53:35,0.0,0.0034,0.0,0.0,2024-07-30 23:07:47,0.0,-0.0216,25.8,0,0
10429,10430,1,12,Rest,01:38:07,02:53:36,0.0,0.0062,0.0,0.0,2024-07-30 23:07:48,0.0,0.0089,25.7,0,0
10430,10431,1,12,Rest,01:38:08,02:53:37,0.0,0.0043,0.0,0.0,2024-07-30 23:07:49,0.0,-0.0035,25.8,0,0
10431,10432,1,12,Rest,01:38:09,02:53:38,0.0,0.0062,0.0,0.0,2024-07-30 23:07:50,0.0,0.0213,25.8,0,0
10432,10433,1,12,Rest,01:38:10,02:53:39,0.0,0.0024,0.0,0.0,2024-07-30 23:07:51,0.0,0.0143,25.8,0,0
10433,10434,1,12,Rest,01:38:11,02:53:40,0.0,0.0065,0.0,0.0,2024-07-30 23:07:52,0.0,0.0166,25.8,0,0
10434,10435,1,12,Rest,01:38:12,02:53:41,0.0,0.0027,0.0,0.0,2024-07-30 23:07:53,0.0,-0.0152,25.7,0,0
10435,10436,1,12,Rest,01:38:13,02:53:42,0.0,0.0065,0.0,0.0,2024-07-30 23:07:54,0.0,0.0053,25.7,0,0
10436,10437,1,12,Rest,01:38:14,02:53:43,0.0,0.0043,0.0,0.0,2024-07-30 23:07:55,0.0,-0.0276,25.7,0,0
10437,10438,1,12,Rest,01:38:15,02:53:44,0.0,0.0071,0.0,0.0,2024-07-30 23:07:56,0.0,0.013,25.7,0,0
10438,10439,1,12,Rest,01:38:16,02:53:45,0.0,0.0034,0.0,0.0,2024-07-30 23:07:57,0.0,0.0241,25.8,0,0
10439,10440,1,12,Rest,01:38:17,02:53:46,0.0,0.0086,0.0,0.0,2024-07-30 23:07:58,0.0,0.0046,25.7,0,0
10440,10441,1,12,Rest,01:38:18,02:53:47,0.0,0.004,0.0,0.0,2024-07-30 23:07:59,0.0,0.0264,25.8,0,0
10441,10442,1,12,Rest,01:38:19,02:53:48,0.0,0.0031,0.0,0.0,2024-07-30 23:08:00,0.0,0.0136,25.7,0,0
10442,10443,1,12,Rest,01:38:20,02:53:49,0.0,0.004,0.0,0.0,2024-07-30 23:08:01,0.0,-0.0084,25.7,0,0
10443,10444,1,12,Rest,01:38:21,02:53:50,0.0,0.008,0.0,0.0,2024-07-30 23:08:02,0.0,0.0093,25.7,0,0
10444,10445,1,12,Rest,01:38:22,02:53:51,0.0,0.0058,0.0,0.0,2024-07-30 23:08:03,0.0,0.0113,25.7,0,0
10445,10446,1,12,Rest,01:38:23,02:53:52,0.0,0.0049,0.0,0.0,2024-07-30 23:08:04,0.0,-0.015,25.7,0,0
10446,10447,1,12,Rest,01:38:24,02:53:53,0.0,0.0068,0.0,0.0,2024-07-30 23:08:05,0.0,0.0035,25.7,0,0
10447,10448,1,12,Rest,01:38:25,02:53:54,0.0,0.0037,0.0,0.0,2024-07-30 23:08:06,0.0,-0.0135,25.7,0,0
10448,10449,1,12,Rest,01:38:26,02:53:55,0.0,0.0034,0.0,0.0,2024-07-30 23:08:07,0.0,-0.0176,25.7,0,0
10449,10450,1,12,Rest,01:38:27,02:53:56,0.0,0.0049,0.0,0.0,2024-07-30 23:08:08,0.0,0.0027,25.7,0,0
10450,10451,1,12,Rest,01:38:28,02:53:57,0.0,0.0021,0.0,0.0,2024-07-30 23:08:09,0.0,-0.0164,25.8,0,0
10451,10452,1,12,Rest,01:38:29,02:53:58,0.0,0.0065,0.0,0.0,2024-07-30 23:08:10,0.0,0.0244,25.7,0,0
10452,10453,1,12,Rest,01:38:30,02:53:59,0.0,0.004,0.0,0.0,2024-07-30 23:08:11,0.0,-0.0073,25.8,0,0
10453,10454,1,12,Rest,01:38:31,02:54:00,0.0,0.0074,0.0,0.0,2024-07-30 23:08:12,0.0,0.0195,25.7,0,0
10454,10455,1,12,Rest,01:38:32,02:54:01,0.0,0.004,0.0,0.0,2024-07-30 23:08:13,0.0,0.0275,25.7,0,0
10455,10456,1,12,Rest,01:38:33,02:54:02,0.0,0.0031,0.0,0.0,2024-07-30 23:08:14,0.0,0.0043,25.7,0,0
10456,10457,1,12,Rest,01:38:34,02:54:03,0.0,0.0055,0.0,0.0,2024-07-30 23:08:15,0.0,0.0264,25.8,0,0
